account	studentcode	gender	yearofbirth	grade	type
B41196	24160162	男	1990	2013	硕士
B41203	36110049	女	1989	2013	硕士
B41211	97140560	男	1989	2013	硕士
B41251	42114850	男	1985	2009	博士
B41297	73098169	男	1992	2010	本科
B41354	62012380	男	1996	2012	本科
B41359	94088346	男	1992	2011	本科
B41364	22160809	男	1989	2012	硕士
B41367	24157421	男	1991	2013	硕士
B41384	47111583	男	1984	2013	硕士
B41385	43194214	男	1985	2014	硕士
B41386	48138517	女	1988	2014	博士
B41391	34040446	男	1996	2014	本科
B41393	19128964	男	1985	2007	博士
B41396	25057042	男	1995	2012	本科
B41405	53128440	女	1989	2014	博士
B41413	76097794	女	1993	2012	本科
B41504	62126241	男	1989	2013	硕士
B41523	85148604	男	1990	2013	硕士
B41526	47116055	男	1989	2012	硕士
B41536	35171904	男	1987	2010	博士
B41540	26162755	男	1989	2012	硕士
B41558	23109122	女	1991	2014	硕士
B41563	94177796	男	1990	2013	硕士
B41574	88001856	女	1995	2013	本科
B41576	64134202	男	1992	2014	硕士
B41577	63182383	男	1991	2014	硕士
B41580	95110916	男	1990	2013	硕士
B41591	13069847	男	1991	2012	本科
B41596	89069718	男	1993	2011	本科
B41613	22160156	男	1991	2013	硕士
B41628	21181277	男	1988	2011	硕士
B41632	71123052	女	1988	2012	硕士
B41636	23125007	男	1993	2013	硕士
B41655	12139910	男	1983	2014	博士
B41673	58139134	男	1982	2009	博士
B41677	96167453	女	1992	2014	硕士
B41691	15128944	女	1989	2012	博士
B41711	74081844	男	1996	2014	本科
B41722	12167484	女	1990	2012	硕士
B41773	86054856	女	1992	2011	本科
B41777	88139940	女	1991	2014	硕士
B41785	35148457	男	1991	2013	硕士
B41788	61119335	男	1991	2014	硕士
B41811	92148876	男	1989	2013	硕士
B41819	85162582	男	1989	2014	博士
B41823	18164890	男	1983	2012	博士
B41834	67109997	女	1984	2014	博士
B41848	36131111	男	1978	2012	博士
B41849	61160802	男	1991	2012	硕士
B41867	78175724	男	1988	2012	博士
B41902	57126246	男	1991	2013	硕士
B41903	87159983	男	1991	2013	硕士
B41913	63011587	女	1996	2014	本科
B41917	46022864	男	1994	2012	本科
B41931	23169741	女	1991	2014	硕士
B41934	23123614	男	1986	2013	博士
B41963	55063790	女	1996	2014	本科
B42024	71060134	女	1994	2012	本科
B42034	69060649	男	1993	2011	本科
B42035	37056048	女	1993	2012	本科
B42053	92061287	男	1991	2010	本科
B42105	32005334	女	1995	2014	本科
B42109	47174097	男	1992	2014	硕士
B42154	59051276	男	1992	2010	本科
B42157	89161524	男	1987	2009	博士
B42158	11064612	男	1993	2011	本科
B42186	86053872	女	1993	2012	本科
B42209	23159110	男	1992	2014	硕士
B42210	77119441	男	1988	2014	硕士
B42221	36113253	男	1989	2012	硕士
B42230	75054783	男	1993	2012	本科
B42298	11148879	女	1989	2013	硕士
B42304	77157081	女	1990	2013	硕士
B42311	33122872	女	1992	2014	硕士
B42315	64096864	女	1995	2014	本科
B42343	95082874	女	1993	2011	本科
B42348	48177853	男	1989	2012	硕士
B42349	72067008	男	1996	2013	本科
B42363	19034009	女	1993	2012	本科
B42369	85120730	男	1990	2012	硕士
B42387	99101223	女	1995	2013	本科
B42426	53064044	女	1995	2013	本科
B42445	46133928	男	1991	2013	硕士
B42454	52069914	女	1995	2014	本科
B42461	47061802	女	1993	2011	本科
B42462	38169447	男	1989	2012	硕士
B42466	89121973	女	1991	2013	硕士
B42467	94064591	男	1995	2013	本科
B42470	29054226	男	1995	2013	本科
B42472	64176294	男	1974	2011	硕士
B42478	84124396	女	1989	2013	博士
B42482	18067830	女	1995	2013	本科
B42485	13178236	男	1991	2013	硕士
B42499	45057933	男	1993	2013	本科
B42521	79158440	男	1990	2011	博士
B42530	46161135	女	1989	2012	硕士
B42531	43146032	女	1990	2012	硕士
B42535	95180106	男	1992	2014	硕士
B42539	27126382	男	1986	2009	博士
B42544	41111380	男	1990	2013	硕士
B42546	49121514	女	1991	2013	硕士
B42558	42131121	男	1986	2011	博士
B42570	82194360	男	1988	2014	硕士
B42572	98113763	男	1987	2009	博士
B42574	25175678	女	1991	2013	硕士
B42592	38158453	男	1989	2011	博士
B42593	72173281	女	1991	2014	硕士
B42598	54063931	男	1995	2012	本科
B42626	99178267	女	1990	2013	硕士
B42643	12175193	女	1990	2012	硕士
B42654	84025403	男	1994	2012	本科
B42663	13128938	男	1992	2014	硕士
B42671	47062786	女	1993	2011	本科
B42675	74159070	男	1992	2014	硕士
B42678	91177674	男	1989	2012	硕士
B42683	31030592	男	1993	2011	本科
B42705	78157405	男	1988	2013	硕士
B42712	48010739	女	1991	2011	本科
B42713	24129853	女	1990	2012	硕士
B42764	63109507	女	1990	2013	硕士
B42770	27107846	男	1993	2011	本科
B42772	57025998	女	1991	2010	本科
B42776	74159465	女	1992	2014	硕士
B42788	68160386	男	1985	2010	博士
B42793	46123178	男	1986	2011	博士
B42801	67066611	男	1992	2010	本科
B42817	83136302	男	1989	2012	硕士
B42826	44128936	男	1990	2014	硕士
B42827	12143336	男	1977	2014	硕士
B42835	83008930	男	1993	2011	本科
B42836	34175892	男	1990	2014	硕士
B42847	24066094	女	1992	2010	本科
B42853	21126718	女	1990	2013	硕士
B42868	86055754	男	1992	2011	本科
B42882	11165320	男	1991	2013	硕士
B42884	31126239	男	1991	2013	硕士
B42888	76064810	男	1995	2012	本科
B42894	65057947	女	1992	2010	本科
B42900	13193230	男	1986	2014	硕士
B42913	38065110	女	1992	2011	本科
B42950	59078842	男	1995	2014	本科
B42976	51063630	男	1996	2014	本科
B42979	59062143	男	1994	2012	本科
B42980	24136553	女	1989	2013	硕士
B42995	67181699	女	1991	2012	硕士
B43001	19066934	女	1996	2014	本科
B43004	73012402	男	1994	2012	本科
B43014	89165704	女	1985	2013	硕士
B43015	25109260	女	1989	2013	硕士
B43038	81118871	男	1991	2014	硕士
B43058	21122497	女	1988	2013	硕士
B43059	57116962	男	1992	2014	硕士
B43061	27136488	男	1976	2008	博士
B43073	72050786	女	1993	2011	本科
B43075	93097001	男	1996	2014	本科
B43104	88183893	男	1992	2014	硕士
B43105	94065067	男	1996	2014	本科
B43130	32118255	男	1993	2014	硕士
B43176	88194348	女	1991	2014	硕士
B43186	29108563	男	1987	2014	博士
B43195	22109548	女	1991	2014	硕士
B43197	33135712	女	1990	2014	硕士
B43212	12062705	男	1993	2011	本科
B43216	83162909	女	1990	2012	硕士
B43217	95111831	男	1986	2012	硕士
B43230	92148923	男	1992	2013	硕士
B43236	41065979	女	1993	2011	本科
B43237	46126407	男	1988	2012	硕士
B43281	74064664	男	1995	2014	本科
B43291	48122620	男	1991	2014	硕士
B43301	93175286	男	1987	2012	硕士
B43343	83061675	男	1995	2014	本科
B43353	76161302	女	1989	2012	硕士
B43369	11114094	男	1980	2014	硕士
B43372	27067686	女	1993	2011	本科
B43375	85066511	男	1994	2013	本科
B43377	51177962	女	1989	2012	硕士
B43428	47138155	男	1988	2012	硕士
B43449	56065426	男	1993	2011	本科
B43461	55043674	女	1993	2011	本科
B43472	41106391	男	1996	2014	本科
B43495	88092811	男	1993	2011	本科
B43503	68115187	男	1991	2013	硕士
B43511	58148896	女	1991	2013	硕士
B43514	48091914	男	1995	2013	本科
B43519	52110366	女	1990	2014	硕士
B43568	64130739	女	1991	2014	博士
B43583	23110183	男	1986	2014	硕士
B43589	92001948	男	1996	2014	本科
B43605	62133506	男	1990	2012	博士
B43618	13052231	男	1991	2012	本科
B43630	27122875	女	1989	2010	博士
B43639	91121656	男	1988	2014	博士
B43642	47167184	男	1988	2010	博士
B43652	32067665	男	1994	2012	本科
B43765	17113740	男	1991	2014	博士
B43771	66144257	女	1990	2012	博士
B43774	87032265	男	1994	2013	本科
B43813	48125400	男	1991	2014	博士
B43817	92167497	女	1990	2012	硕士
B43832	83165326	女	1992	2014	硕士
B43839	87178947	女	1992	2014	硕士
B43840	74158448	男	1986	2009	博士
B43845	82159659	女	1992	2014	硕士
B43865	31170285	女	1988	2012	博士
B43870	31178249	男	1991	2013	硕士
B43872	45091726	女	1992	2011	本科
B43875	37084279	男	1995	2014	本科
B43883	54141697	女	1987	2013	硕士
B43889	19126907	男	1989	2011	博士
B43902	44101002	男	1992	2011	本科
B43909	11144239	男	1980	2014	博士
B43911	38066228	女	1992	2011	本科
B43912	92160584	男	1990	2012	硕士
B43917	47143986	女	1982	2013	博士
B43939	63002001	男	1996	2014	本科
B43943	87138437	男	1988	2012	博士
B43966	46055332	女	1992	2011	本科
B43970	31183178	男	1989	2012	硕士
B43974	68031936	女	1994	2012	本科
B43988	41158859	男	1992	2014	硕士
B43996	51113720	女	1991	2014	硕士
B44014	99043429	男	1994	2012	本科
B44026	66064114	男	1994	2012	本科
B44038	82158461	男	1989	2011	博士
B44081	43164696	男	1984	2011	博士
B44124	89167682	女	1989	2013	博士
B44137	16112825	男	1982	2009	博士
B44151	47115154	男	1988	2013	博士
B44159	34122143	男	1988	2010	博士
B44163	71122873	男	1990	2014	硕士
B44171	45174087	女	1992	2014	硕士
B44181	98173702	男	1989	2011	博士
B44191	26127763	男	1988	2012	硕士
B44211	27175476	男	1986	2010	博士
B44213	55133943	男	1989	2012	博士
B44216	92033417	女	1991	2010	本科
B44219	18183030	男	1991	2014	硕士
B44238	64072813	女	1995	2013	本科
B44240	19081811	女	1992	2012	本科
B44242	63057486	女	1991	2010	本科
B44257	35073960	男	1996	2014	本科
B44263	42123063	女	1983	2011	硕士
B44264	23037693	男	1993	2011	本科
B44269	58112653	男	1990	2013	硕士
B44273	92123175	女	1980	2011	硕士
B44282	15122420	女	1990	2012	硕士
B44320	97067669	女	1996	2014	本科
B44345	54126516	男	1987	2013	博士
B44346	41097581	男	1995	2013	本科
B44366	18127787	男	1991	2012	硕士
B44376	36067119	女	1995	2013	本科
B44394	36110744	男	1991	2013	硕士
B44444	13167801	男	1987	2011	博士
B44452	76130203	男	1989	2012	硕士
B44468	81179016	女	1990	2012	硕士
B44474	42183915	男	1990	2014	硕士
B44480	95057488	男	1994	2013	本科
B44484	37110592	男	1991	2014	硕士
B44492	54115953	女	1989	2012	博士
B44522	28018344	男	1993	2012	本科
B44531	98078360	男	1994	2013	本科
B44537	54110104	男	1990	2014	硕士
B44561	49168041	男	1983	2012	硕士
B44568	88127631	女	1990	2014	硕士
B44572	18104153	女	1994	2012	本科
B44575	55116355	女	1980	2013	硕士
B44627	56109335	女	1990	2012	硕士
B44644	11060328	男	1993	2012	本科
B44691	96024706	女	1993	2012	本科
B44702	83176166	女	1985	2011	博士
B44703	57016177	男	1993	2012	本科
B44710	68113770	男	1983	2010	博士
B44722	92053063	男	1993	2011	本科
B44774	54101771	男	1993	2011	本科
B44793	29159063	男	1993	2014	硕士
B44800	17051787	女	1993	2011	本科
B44804	18093955	男	1993	2012	本科
B44810	24054114	男	1992	2011	本科
B44819	31091245	男	1995	2013	本科
B44833	94159721	男	1992	2014	硕士
B44846	18159235	女	1992	2014	博士
B44851	96158391	男	1987	2010	博士
B44881	99067029	女	1993	2011	本科
B44899	99051743	女	1993	2012	本科
B44905	33159544	男	1992	2014	硕士
B44909	62135883	男	1989	2013	博士
B44910	33117219	女	1988	2014	博士
B44928	97160836	女	1988	2012	硕士
B44930	89109615	男	1990	2013	硕士
B44939	81177647	女	1990	2014	硕士
B44952	15135187	男	1991	2014	硕士
B45009	25063537	男	1997	2014	本科
B45018	76149943	女	1988	2010	博士
B45019	84057104	男	1995	2013	本科
B45027	64184134	女	1991	2014	硕士
B45047	78025973	男	1993	2013	本科
B45054	37064863	男	1996	2014	本科
B45063	86172093	女	1992	2014	硕士
B45068	47161372	女	1989	2012	硕士
B45070	77148720	男	1992	2013	硕士
B45076	29129510	男	1986	2014	博士
B45077	43023009	男	1996	2014	本科
B45091	83100950	女	1994	2012	本科
B45129	45135589	男	1977	2013	博士
B45142	64054544	男	1994	2012	本科
B45146	66175489	女	1989	2012	硕士
B45156	41183438	女	1991	2014	硕士
B45158	82135911	男	1989	2012	硕士
B45161	13107149	男	1993	2010	本科
B45162	22172512	男	1989	2012	博士
B45178	55182706	女	1992	2013	硕士
B45180	16126470	男	1991	2014	硕士
B45192	38054794	女	1994	2012	本科
B45210	12053032	女	1995	2012	本科
B45212	46059187	女	1996	2014	本科
B45217	39180077	男	1984	2014	博士
B45225	98164852	女	1992	2014	硕士
B45230	18011218	男	1993	2011	本科
B45253	93065590	男	1994	2012	本科
B45254	32057406	女	1994	2012	本科
B45283	66161255	女	1989	2012	硕士
B45292	75124703	女	1985	2007	博士
B45295	79060486	男	1995	2013	本科
B45305	61117929	男	1990	2013	硕士
B45311	58109710	男	1992	2014	硕士
B45320	74061010	男	1993	2012	本科
B45321	84181553	女	1988	2012	硕士
B45327	81176589	女	1990	2014	硕士
B45351	29160311	女	1980	2010	博士
B45357	22058292	男	1994	2012	本科
B45363	62138553	男	1988	2012	硕士
B45375	85166346	女	1991	2013	硕士
B45391	27160395	男	1990	2013	硕士
B45410	79188313	男	1987	2013	硕士
B45412	15130893	男	1990	2010	博士
B45417	52135908	女	1991	2014	硕士
B45430	63127874	男	1985	2009	博士
B45451	93134496	男	1990	2013	硕士
B45459	45055674	男	1991	2009	本科
B45461	64160367	男	1990	2013	硕士
B45462	69121690	男	1981	2009	博士
B45463	66052152	男	1994	2011	本科
B45472	91058263	男	1995	2014	本科
B45479	81165304	男	1990	2013	博士
B45519	88133753	男	1989	2014	博士
B45533	41170666	女	1992	2014	硕士
B45534	57158786	男	1992	2014	硕士
B45556	17057681	男	1994	2011	本科
B45565	65159164	男	1993	2014	硕士
B45585	37011072	男	1984	2008	博士
B45594	72022408	男	1994	2013	本科
B45619	34016895	男	1992	2011	本科
B45627	84180417	女	1983	2010	博士
B45637	34143575	女	1990	2012	硕士
B45641	66060045	女	1994	2012	本科
B45649	61158940	男	1991	2014	硕士
B45653	31055863	女	1995	2011	本科
B45682	64159858	男	1991	2014	硕士
B45693	16109314	男	1989	2014	博士
B45719	93112365	男	1987	2012	硕士
B45729	57140105	男	1988	2012	硕士
B45733	37123384	男	1989	2012	硕士
B45739	86142594	女	1976	2013	硕士
B45749	23066231	男	1995	2013	本科
B45751	74025913	女	1996	2014	本科
B45759	54148401	男	1989	2013	硕士
B45776	52006838	男	1994	2013	本科
B45800	66120674	男	1992	2014	硕士
B45811	56126234	男	1991	2013	硕士
B45821	91159189	女	1991	2013	硕士
B45830	49139007	女	1991	2014	硕士
B45842	66161195	男	1990	2012	硕士
B45853	58145985	女	1991	2013	硕士
B45868	41166577	男	1987	2012	硕士
B45869	46109905	男	1989	2012	硕士
B45894	35183077	男	1990	2014	硕士
B45922	74176193	男	1980	2011	硕士
B45933	64033780	女	1996	2014	本科
B45946	47064471	男	1993	2012	本科
B45954	65133470	女	1992	2014	硕士
B45957	16051826	男	1995	2014	本科
B45964	34051234	男	1994	2011	本科
B45972	66112902	男	1989	2013	硕士
B45973	99128438	男	1988	2014	博士
B45984	72163294	女	1991	2014	硕士
B45985	89159669	男	1992	2014	硕士
B45986	82127610	男	1992	2014	硕士
B45990	31061185	男	1994	2012	本科
B46001	99016903	女	1994	2012	本科
B46013	74065536	男	1996	2013	本科
B46014	77173310	男	1990	2014	硕士
B46015	52179591	女	1986	2009	博士
B46031	38127520	男	1991	2014	硕士
B46038	32133953	男	1983	2012	硕士
B46044	47054842	女	1992	2010	本科
B46047	19021357	男	1993	2012	本科
B46059	76161452	男	1986	2008	博士
B46060	28174160	女	1988	2012	硕士
B46082	93001951	男	1995	2014	本科
B46087	93079830	女	1993	2011	本科
B46088	84179693	男	1985	2012	博士
B46091	38121402	男	1993	2014	硕士
B46104	49074654	女	1993	2012	本科
B46111	94063862	女	1993	2013	本科
B46113	67114185	男	1992	2013	硕士
B46124	35159239	女	1991	2014	博士
B46129	19059845	男	1996	2014	本科
B46143	93159229	女	1992	2014	博士
B46155	12109621	男	1990	2012	博士
B46159	22071195	女	1993	2011	本科
B46165	68109714	女	1989	2012	博士
B46178	42008314	女	1993	2012	本科
B46188	13063297	男	1993	2011	本科
B46199	91120675	男	1991	2014	硕士
B46200	95010013	男	1996	2014	本科
B46206	38103726	男	1992	2011	本科
B46235	53067276	女	1995	2014	本科
B46238	35139246	男	1991	2013	硕士
B46278	41064700	男	1996	2014	本科
B46281	25050278	女	1995	2013	本科
B46300	58045042	男	1992	2009	本科
B46308	68138639	女	1988	2012	硕士
B46311	31053139	男	1993	2012	本科
B46314	99042754	男	1993	2011	本科
B46347	15035952	男	1996	2014	本科
B46357	58066533	女	1996	2014	本科
B46360	58166945	男	1983	2010	博士
B46370	84160929	男	1990	2012	硕士
B46385	18120103	女	1989	2010	博士
B46403	52061285	男	1994	2012	本科
B46409	56053673	男	1992	2011	本科
B46450	51095278	女	1995	2014	本科
B46458	66116005	男	1982	2013	硕士
B46463	32167702	男	1978	2011	博士
B46499	82017536	男	1992	2011	本科
B46523	88133727	女	1985	2010	硕士
B46524	97179775	女	1990	2011	博士
B46539	48135190	女	1991	2014	硕士
B46557	15101408	女	1992	2011	本科
B46558	56165128	男	1991	2013	硕士
B46559	24066806	女	1993	2011	本科
B46591	17050298	男	1992	2009	本科
B46597	18059726	男	1993	2011	本科
B46612	97031437	女	1996	2012	本科
B46633	55033012	男	1991	2010	本科
B46648	19112238	男	1985	2013	博士
B46656	29140718	男	1987	2014	博士
B46670	58054091	男	1995	2014	本科
B46674	53136241	女	1992	2014	硕士
B46691	92022752	女	1995	2013	本科
B46692	43016592	男	1994	2013	本科
B46706	35106406	男	1996	2014	本科
B46708	44182576	男	1986	2011	硕士
B46747	74038063	男	1994	2013	本科
B46748	74007785	男	1993	2011	本科
B46751	21053493	女	1995	2013	本科
B46764	38148533	男	1989	2013	硕士
B46765	29136059	男	1986	2013	博士
B46767	34115707	女	1990	2012	硕士
B46768	28054305	男	1993	2012	本科
B46782	72064692	男	1994	2011	本科
B46785	82017367	女	1993	2012	本科
B46801	29060267	男	1992	2010	本科
B46805	17193268	男	1982	2014	硕士
B46821	81118922	男	1992	2014	硕士
B46824	59054665	女	1995	2014	本科
B46826	64174344	男	1986	2011	博士
B46832	32193319	男	1980	2014	硕士
B46836	96051419	女	1993	2011	本科
B46848	37074747	男	1995	2013	本科
B46849	44115647	男	1992	2014	硕士
B46850	98176931	男	1991	2014	硕士
B46851	78061278	女	1996	2014	本科
B46857	76051337	男	1993	2014	本科
B46865	39032206	女	1993	2011	本科
B46873	71099380	男	1996	2014	本科
B46893	99171579	男	1986	2008	博士
B46895	99129326	女	1989	2013	硕士
B46918	39034945	男	1992	2010	本科
B46932	59025786	男	1995	2013	本科
B46935	46158959	男	1991	2014	硕士
B46939	91059317	男	1994	2013	本科
B46944	64170733	男	1989	2012	硕士
B46959	34159796	女	1992	2014	硕士
B46963	83178968	男	1987	2012	博士
B46968	86182683	女	1991	2013	硕士
B46975	68066921	男	1996	2014	本科
B46983	69157399	男	1991	2013	硕士
B46992	12149101	男	1988	2012	博士
B46995	43050561	男	1993	2012	本科
B46999	77069590	男	1991	2011	本科
B47005	22121869	男	1989	2014	硕士
B47021	12052046	男	1995	2011	本科
B47025	54135708	女	1991	2014	硕士
B47039	19053877	女	1996	2014	本科
B47049	55107389	男	1995	2013	本科
B47097	89171146	男	1982	2009	博士
